AvailabilityZone,AvailabilityZoneId,AvailableIpAddressCount,CidrBlock,DefaultForAz,MapPublicIpOnLaunch,MapCustomerOwnedIpOnLaunch,State,SubnetId,VpcId,OwnerId,AssignIpv6AddressOnCreation,Ipv6CidrBlockAssociationSet,Tags,SubnetArn
us-east-1a,use1-az4,11,10.203.1.96/28,False,False,False,available,subnet-eeaf4c98,vpc-dc314eb9,93937234853,False,[],"[{'Key': 'Name', 'Value': 'HorizontalQA - Safenet-Bastion'}, {'Key': 'aws:cloudformation:logical-id', 'Value': 'SubnetBastion'}, {'Key': 'c7n-internal', 'Value': 'True'}, {'Key': 'aws:cloudformation:stack-name', 'Value': 'safenet-subnets-qa'}, {'Key': 'NetworkLocation', 'Value': 'Enterprise'}, {'Key': 'aws:cloudformation:stack-id', 'Value': 'arn:aws:cloudformation:us-east-1:1234567890:stack/safenet-subnets-qa/489c7710-7690-11e5-8be2-50ba0727c06e'}, {'Key': 'ASV', 'Value': 'ASVAWSPLATFORM'}, {'Key': 'isBastion', 'Value': 'true'}, {'Key': 'CMDBEnvironment', 'Value': 'ENVPPAWSPLATFORM'}, {'Key': 'OwnerContact', 'Value': 'SprintTeamSuperCell@capitalone.com'}, {'Key': 'c7n-enterprise', 'Value': 'True'}]",arn:aws:ec2:us-east-1:1234567890:subnet/subnet-eeaf4c98
us-east-1b,use1-az6,123,10.205.0.128/25,False,False,False,available,subnet-c2043d9b,vpc-6d304f08,93937234853,False,[],"[{'Key': 'aws:cloudformation:logical-id', 'Value': 'InfoSecAz2Subnet'}, {'Key': 'OwnerContact', 'Value': 'SprintTeamSuperCell@capitalone.com'}, {'Key': 'CMDBEnvironment', 'Value': 'ENVPPAWSPLATFORM'}, {'Key': 'aws:cloudformation:stack-name', 'Value': 'Horizontal-Dev-VPC'}, {'Key': 'ASV', 'Value': 'ASVAWSPLATFORM'}, {'Key': 'aws:cloudformation:stack-id', 'Value': 'arn:aws:cloudformation:us-east-1:1234567890:stack/Horizontal-Dev-VPC/4045c9c0-b22f-11e4-a864-50fa52d244a8'}, {'Key': 'Name', 'Value': 'Horizontal Dev East VPC - Infosec2'}, {'Key': 'NetworkLocation', 'Value': 'CustomSubnet'}]",arn:aws:ec2:us-east-1:1234567890:subnet/subnet-c2043d9b
us-east-1d,use1-az2,27,10.203.5.192/27,False,False,False,available,subnet-0d8488db8e72549dd,vpc-dc314eb9,93937234853,False,[],"[{'Key': 'OwnerContact', 'Value': 'SprintTeamSuperCell@capitalone.com'}, {'Key': 'NetworkLocation', 'Value': 'EntFacing'}, {'Key': 'BA', 'Value': 'ASVAWSPLATFORM'}, {'Key': 'CMDBEnvironment', 'Value': 'ENVPPAWSPLATFORM'}, {'Key': 'Name', 'Value': 'Horizontal-QA-East-F5SSLo-SUBNET-AZ2'}, {'Key': 'c7n-enterprise', 'Value': 'True'}, {'Key': 'ASV', 'Value': 'ASVAWSPLATFORM'}, {'Key': 'AutoGoverned', 'Value': 'False'}, {'Key': 'c7n-internal', 'Value': 'True'}]",arn:aws:ec2:us-east-1:1234567890:subnet/subnet-0d8488db8e72549dd
us-east-1b,use1-az6,10,10.203.7.48/28,False,False,False,available,subnet-1f519b47,vpc-dc314eb9,93937234853,False,[],"[{'Key': 'CMDBEnvironment', 'Value': 'ENVPPAWSPROXY'}, {'Key': 'aws:cloudformation:logical-id', 'Value': 'QueenAz2Subnet'}, {'Key': 'aws:cloudformation:stack-id', 'Value': 'arn:aws:cloudformation:us-east-1:1234567890:stack/Proxy-QA-Network/9379c2c0-ca90-11e5-a83f-500c32cd4462'}, {'Key': 'Name', 'Value': 'Proxy - QA - Queen AZ 2'}, {'Key': 'OwnerContact', 'Value': 'kib547'}, {'Key': 'NetworkLocation', 'Value': 'PublicOut'}, {'Key': 'ASV', 'Value': 'ASVCLOUDPROXY'}, {'Key': 'aws:cloudformation:stack-name', 'Value': 'Proxy-QA-Network'}, {'Key': 'c7n-publicout', 'Value': 'True'}]",arn:aws:ec2:us-east-1:1234567890:subnet/subnet-1f519b47
us-east-1b,use1-az6,46,10.203.4.128/26,False,False,False,available,subnet-8f2915d6,vpc-dc314eb9,93937234853,False,[],"[{'Key': 'ASV', 'Value': 'ASVAWSPLATFORM'}, {'Key': 'Tier', 'Value': 'DB'}, {'Key': 'aws:cloudformation:stack-id', 'Value': 'arn:aws:cloudformation:us-east-1:1234567890:stack/Tealeaf-QA-Subnets-Nacl/57b8d240-6ebe-11e5-9ba6-50e241629418'}, {'Key': 'OwnerContact', 'Value': 'SprintTeamSuperCell@capitalone.com'}, {'Key': 'CMDBEnvironment', 'Value': 'ENVPPAWSPLATFORM'}, {'Key': 'Name', 'Value': 'HorizontalQAVPC - Tealeaf-Pool-Az2'}, {'Key': 'aws:cloudformation:logical-id', 'Value': 'Subnet2'}, {'Key': 'aws:cloudformation:stack-name', 'Value': 'Tealeaf-QA-Subnets-Nacl'}, {'Key': 'NetworkLocation', 'Value': 'CustomSubnet'}]",arn:aws:ec2:us-east-1:1234567890:subnet/subnet-8f2915d6
us-east-1b,use1-az6,11,10.203.6.128/28,False,False,False,available,subnet-e86081b0,vpc-dc314eb9,93937234853,False,[],"[{'Key': 'Name', 'Value': 'HorizontalQAVPC - CloudMaid-DB-AZ2'}, {'Key': 'ASV', 'Value': 'ASVAWSPLATFORM'}, {'Key': 'OwnerContact', 'Value': 'SprintTeamSuperCell@capitalone.com'}, {'Key': 'aws:cloudformation:stack-name', 'Value': 'Horizontal-CloudMaid-QA-Infrastructure'}, {'Key': 'CMDBEnvironment', 'Value': 'ENVPPAWSPLATFORM'}, {'Key': 'aws:cloudformation:logical-id', 'Value': 'Subnet2'}, {'Key': 'aws:cloudformation:stack-id', 'Value': 'arn:aws:cloudformation:us-east-1:1234567890:stack/Horizontal-CloudMaid-QA-Infrastructure/a649df40-9eb0-11e5-a53b-50fa5262a838'}, {'Key': 'NetworkLocation', 'Value': 'CustomSubnet'}]",arn:aws:ec2:us-east-1:1234567890:subnet/subnet-e86081b0
us-east-1a,use1-az4,44,10.203.4.64/26,False,False,False,available,subnet-532c3624,vpc-dc314eb9,93937234853,False,[],"[{'Key': 'OwnerContact', 'Value': 'SprintTeamSuperCell@capitalone.com'}, {'Key': 'aws:cloudformation:stack-id', 'Value': 'arn:aws:cloudformation:us-east-1:1234567890:stack/Tealeaf-QA-Subnets-Nacl/57b8d240-6ebe-11e5-9ba6-50e241629418'}, {'Key': 'CMDBEnvironment', 'Value': 'ENVPPAWSPLATFORM'}, {'Key': 'ASV', 'Value': 'ASVAWSPLATFORM'}, {'Key': 'Tier', 'Value': 'DB'}, {'Key': 'aws:cloudformation:logical-id', 'Value': 'Subnet1'}, {'Key': 'Name', 'Value': 'HorizontalQAVPC - Tealeaf-Pool-Az1'}, {'Key': 'NetworkLocation', 'Value': 'CustomSubnet'}, {'Key': 'aws:cloudformation:stack-name', 'Value': 'Tealeaf-QA-Subnets-Nacl'}]",arn:aws:ec2:us-east-1:1234567890:subnet/subnet-532c3624
us-east-1a,use1-az4,59,10.203.7.128/26,False,False,False,available,subnet-d06ec5a6,vpc-dc314eb9,93937234853,False,[],"[{'Key': 'aws:cloudformation:stack-id', 'Value': 'arn:aws:cloudformation:us-east-1:1234567890:stack/Athena-QA-Subnets/7c4d2120-c3b3-11e5-a444-500c28604cae'}, {'Key': 'Name', 'Value': 'Horizontal-QA-East - Athena APP AZ1'}, {'Key': 'NetworkLocation', 'Value': 'CustomSubnet'}, {'Key': 'CMDBEnvironment', 'Value': 'ENVPPAWSPLATFORM'}, {'Key': 'aws:cloudformation:stack-name', 'Value': 'Athena-QA-Subnets'}, {'Key': 'OwnerContact', 'Value': 'SprintTeamSuperCell@capitalone.com'}, {'Key': 'Tier', 'Value': 'APP'}, {'Key': 'ASV', 'Value': 'ASVAWSPLATFORM'}, {'Key': 'aws:cloudformation:logical-id', 'Value': 'Subnet1'}]",arn:aws:ec2:us-east-1:1234567890:subnet/subnet-d06ec5a6
us-east-1d,use1-az2,27,10.205.5.224/27,False,False,False,available,subnet-2fb2df04,vpc-6d304f08,93937234853,False,[],"[{'Key': 'aws:cloudformation:stack-id', 'Value': 'arn:aws:cloudformation:us-east-1:1234567890:stack/Chef-Dev-Subnets-NACL/9fdb7d70-2710-11e5-97b7-5001b34a4a0a'}, {'Key': 'NetworkLocation', 'Value': 'CustomSubnet'}, {'Key': 'CMDBEnvironment', 'Value': 'ENVPPAWSPLATFORM'}, {'Key': 'aws:cloudformation:stack-name', 'Value': 'Chef-Dev-Subnets-NACL'}, {'Key': 'OwnerContact', 'Value': 'SprintTeamSuperCell@capitalone.com'}, {'Key': 'ASV', 'Value': 'ASVAWSPLATFORM'}, {'Key': 'Name', 'Value': 'HorizontalDevVPC - ChefELBAz3'}, {'Key': 'aws:cloudformation:logical-id', 'Value': 'Subnet3'}]",arn:aws:ec2:us-east-1:1234567890:subnet/subnet-2fb2df04
us-east-1d,use1-az2,10,10.203.7.96/28,False,False,False,available,subnet-bd1d5691,vpc-dc314eb9,93937234853,False,[],"[{'Key': 'Name', 'Value': 'Proxy - QA - NAT Gateway AZ 3'}, {'Key': 'ASV', 'Value': 'ASVCLOUDPROXY'}, {'Key': 'CMDBEnvironment', 'Value': 'ENVPPAWSPROXY'}, {'Key': 'NetworkLocation', 'Value': 'PublicOut'}, {'Key': 'aws:cloudformation:logical-id', 'Value': 'NatGatewayAz3Subnet'}, {'Key': 'aws:cloudformation:stack-id', 'Value': 'arn:aws:cloudformation:us-east-1:1234567890:stack/Proxy-QA-Network/9379c2c0-ca90-11e5-a83f-500c32cd4462'}, {'Key': 'aws:cloudformation:stack-name', 'Value': 'Proxy-QA-Network'}, {'Key': 'OwnerContact', 'Value': 'kib547'}, {'Key': 'c7n-publicout', 'Value': 'True'}]",arn:aws:ec2:us-east-1:1234567890:subnet/subnet-bd1d5691
us-east-1b,use1-az6,25,10.203.6.192/27,False,False,False,available,subnet-1c519b44,vpc-dc314eb9,93937234853,False,[],"[{'Key': 'Name', 'Value': 'Proxy - QA - Swarm AZ 2'}, {'Key': 'aws:cloudformation:stack-id', 'Value': 'arn:aws:cloudformation:us-east-1:1234567890:stack/Proxy-QA-Network/9379c2c0-ca90-11e5-a83f-500c32cd4462'}, {'Key': 'NetworkLocation', 'Value': 'PublicOut'}, {'Key': 'CMDBEnvironment', 'Value': 'ENVPPAWSPROXY'}, {'Key': 'c7n-publicout', 'Value': 'True'}, {'Key': 'OwnerContact', 'Value': 'kib547'}, {'Key': 'aws:cloudformation:logical-id', 'Value': 'SwarmAz2Subnet'}, {'Key': 'ASV', 'Value': 'ASVCLOUDPROXY'}, {'Key': 'aws:cloudformation:stack-name', 'Value': 'Proxy-QA-Network'}]",arn:aws:ec2:us-east-1:1234567890:subnet/subnet-1c519b44
us-east-1a,use1-az4,7,10.203.62.192/28,False,False,False,available,subnet-851971cc,vpc-dc314eb9,93937234853,False,[],"[{'Key': 'c7n-enterprise3p', 'Value': 'True'}, {'Key': 'NetworkLocation', 'Value': '3pFacing'}, {'Key': 'aws:cloudformation:stack-id', 'Value': 'arn:aws:cloudformation:us-east-1:1234567890:stack/ASVETOSTEALTHAUDIT-Subnets/3d5430f0-b195-11e6-bb35-500c286f3262'}, {'Key': 'c7n-internal', 'Value': 'True'}, {'Key': 'AutoGoverned', 'Value': 'True'}, {'Key': 'OwnerContact', 'Value': 'SprintTeamSuperCell@capitalone.com'}, {'Key': 'CMDBEnvironment', 'Value': 'ENVPPAWSPLATFORM'}, {'Key': 'ASV', 'Value': 'ASVASVETOSTEALTHAUDIT'}, {'Key': 'aws:cloudformation:stack-name', 'Value': 'ASVETOSTEALTHAUDIT-Subnets'}, {'Key': 'aws:cloudformation:logical-id', 'Value': '3pASVETOSTEALTHAUDITAz1Subnet'}, {'Key': 'Name', 'Value': 'Horizontal QA East VPC - ASVETOSTEALTHAUDIT Az1'}]",arn:aws:ec2:us-east-1:1234567890:subnet/subnet-851971cc
us-east-1a,use1-az4,5,10.205.62.224/28,False,False,False,available,subnet-4727650e,vpc-6d304f08,93937234853,False,[],"[{'Key': 'CMDBEnvironment', 'Value': 'ENVPPAWSPLATFORM'}, {'Key': 'NetworkLocation', 'Value': 'Enterprise'}, {'Key': 'OwnerContact', 'Value': 'SprintTeamSuperCell@capitalone.com'}, {'Key': 'c7n-enterprise', 'Value': 'True'}, {'Key': 'ASV', 'Value': 'ASVAWSPLATFORM'}, {'Key': 'aws:cloudformation:logical-id', 'Value': 'Subnet1'}, {'Key': 'c7n-internal', 'Value': 'True'}, {'Key': 'Name', 'Value': 'Horizontal Dev East VPC - ASVVULMGMT AZ1'}, {'Key': 'aws:cloudformation:stack-id', 'Value': 'arn:aws:cloudformation:us-east-1:1234567890:stack/ASVVULMGMT-Horizontal-Infrastructure-Dev/1da6c3c0-c21c-11e6-a079-500c2855d8d1'}, {'Key': 'aws:cloudformation:stack-name', 'Value': 'ASVVULMGMT-Horizontal-Infrastructure-Dev'}]",arn:aws:ec2:us-east-1:1234567890:subnet/subnet-4727650e
us-east-1a,use1-az4,25,10.203.4.0/27,False,False,False,available,subnet-03811b8a70b372153,vpc-dc314eb9,93937234853,False,[],"[{'Key': 'aws:cloudformation:stack-id', 'Value': 'arn:aws:cloudformation:us-east-1:1234567890:stack/Proxy-GCP-QA-Network/858f4de0-1f8a-11e9-9136-126c686965ae'}, {'Key': 'CMDBEnvironment', 'Value': 'ENVPRAWSPROXY'}, {'Key': 'aws:cloudformation:stack-name', 'Value': 'Proxy-GCP-QA-Network'}, {'Key': 'NetworkLocation', 'Value': 'Custom'}, {'Key': 'OwnerContact', 'Value': 'kib547'}, {'Key': 'aws:cloudformation:logical-id', 'Value': 'SwarmElbAz1Subnet'}, {'Key': 'ASV', 'Value': 'ASVCLOUDPROXY'}, {'Key': 'Name', 'Value': 'GCP Proxy - QA - Swarm ELB AZ 1'}]",arn:aws:ec2:us-east-1:1234567890:subnet/subnet-03811b8a70b372153
us-east-1a,use1-az4,21,10.206.222.0/27,False,False,False,available,subnet-0c30378e403f85045,vpc-062224ed81107628f,93937234853,False,[],"[{'Key': 'OwnerContact', 'Value': 'SprintTeamSuperCell@capitalone.com'}, {'Key': 'c7n-internal', 'Value': 'True'}, {'Key': 'CMDBEnvironment', 'Value': 'ENVPPAWSPLATFORM'}, {'Key': 'c7n-enterprise', 'Value': 'True'}, {'Key': 'ASV', 'Value': 'ASVAWSPLATFORM'}, {'Key': 'NetworkLocation', 'Value': 'EntFacing'}, {'Key': 'AutoGoverned', 'Value': 'False'}, {'Key': 'Name', 'Value': 'cof-st-hztl-dns-dev-ue1-1 - Enterprise-Az1'}, {'Key': 'BA', 'Value': 'ASVAWSPLATFORM'}]",arn:aws:ec2:us-east-1:1234567890:subnet/subnet-0c30378e403f85045
us-east-1a,use1-az4,82,10.203.2.0/25,False,False,False,available,subnet-6ffd1319,vpc-dc314eb9,93937234853,False,[],"[{'Key': 'aws:cloudformation:stack-name', 'Value': 'Emmo-QA-Subnets-Nacl'}, {'Key': 'aws:cloudformation:stack-id', 'Value': 'arn:aws:cloudformation:us-east-1:1234567890:stack/Emmo-QA-Subnets-Nacl/e4a86e70-7cd5-11e5-b1b0-5001b491380a'}, {'Key': 'ASV', 'Value': 'ASVAWSPLATFORM'}, {'Key': 'aws:cloudformation:logical-id', 'Value': 'Subnet1'}, {'Key': 'Name', 'Value': 'HorizontalQAVPC - Emmo-Elb-Az1'}, {'Key': 'c7n-internal', 'Value': 'True'}, {'Key': 'NetworkLocation', 'Value': 'EntFacing'}, {'Key': 'Tier', 'Value': 'Emmo'}, {'Key': 'CMDBEnvironment', 'Value': 'ENVPPAWSPLATFORM'}, {'Key': 'OwnerContact', 'Value': 'SprintTeamSuperCell@capitalone.com'}, {'Key': 'c7n-enterprise', 'Value': 'True'}]",arn:aws:ec2:us-east-1:1234567890:subnet/subnet-6ffd1319
us-east-1b,use1-az6,232,10.205.4.0/24,False,False,False,available,subnet-c0043d99,vpc-6d304f08,93937234853,False,[],"[{'Key': 'aws:cloudformation:logical-id', 'Value': 'RDS2Subnet'}, {'Key': 'aws:cloudformation:stack-id', 'Value': 'arn:aws:cloudformation:us-east-1:1234567890:stack/Horizontal-Dev-VPC/4045c9c0-b22f-11e4-a864-50fa52d244a8'}, {'Key': 'aws:cloudformation:stack-name', 'Value': 'Horizontal-Dev-VPC'}, {'Key': 'CMDBEnvironment', 'Value': 'ENVPPAWSPLATFORM'}, {'Key': 'NetworkLocation', 'Value': 'CustomSubnet'}, {'Key': 'ASV', 'Value': 'ASVAWSPLATFORM'}, {'Key': 'Name', 'Value': 'Horizontal Dev East VPC - RDS2'}, {'Key': 'OwnerContact', 'Value': 'SprintTeamSuperCell@capitalone.com'}]",arn:aws:ec2:us-east-1:1234567890:subnet/subnet-c0043d99
us-east-1d,use1-az2,26,10.194.60.96/27,False,False,False,available,subnet-0370e360ad8710000,vpc-0e999ead3381a15fd,93937234853,False,[],"[{'Key': 'AutoGoverned', 'Value': 'False'}, {'Key': 'CMDBEnvironment', 'Value': 'ENVPPAWSPLATFORM'}, {'Key': 'c7n-enterprise', 'Value': 'True'}, {'Key': 'Name', 'Value': 'cof-st-hztl-dns-qa-ue1-1 - Enterprise-Az4'}, {'Key': 'NetworkLocation', 'Value': 'EntFacing'}, {'Key': 'BA', 'Value': 'ASVAWSPLATFORM'}, {'Key': 'OwnerContact', 'Value': 'SprintTeamSuperCell@capitalone.com'}, {'Key': 'c7n-internal', 'Value': 'True'}, {'Key': 'ASV', 'Value': 'ASVAWSPLATFORM'}]",arn:aws:ec2:us-east-1:1234567890:subnet/subnet-0370e360ad8710000
